,X.1,X,City,TotalDeaths,Massachusetts.Cities.by.Population.Rank,Population,County,Year,Deaths,DeathsPerCapita,TotalDeathsPerCapita
360,360,360,Ashburnham,4,231,6304,Worcester,2014,1,0.000158629,0.000634518
361,361,361,Ashby,0,272,3223,Middlesex,2014,0,0,0
362,362,362,Ashfield,1,301,1733,Franklin,2014,0,0,0.000577034
363,363,363,Ashland,12,112,17706,Middlesex,2014,1,5.65E-05,0.000677736
364,364,364,Athol,15,167,11711,Worcester,2014,2,0.00017078,0.001280847
365,365,365,Attleboro,77,29,44590,Bristol,2014,10,0.000224266,0.001726845
366,366,366,Auburn,11,119,16702,Worcester,2014,1,5.99E-05,0.000658604
367,367,367,Avon,11,258,4496,Norfolk,2014,2,0.00044484,0.002446619
368,368,368,Ayer,11,201,8145,Middlesex,2014,1,0.000122775,0.001350522
369,369,369,Barnstable,66,NA,44163,Barnstable,2014,11,0.000249077,0.001494464
370,370,370,Barre,3,240,5569,Worcester,2014,0,0,0.000538696
371,371,371,Becket,0,302,1723,Berkshire,2014,0,0,0
372,372,372,Bedford,13,141,14197,Middlesex,2014,3,0.000211312,0.000915686
373,373,373,Belchertown,14,133,15100,Hampshire,2014,2,0.00013245,0.000927152
374,374,374,Bellingham,15,116,17093,Norfolk,2014,2,0.000117007,0.000877552
375,375,375,Belmont,14,74,26458,Middlesex,2014,4,0.000151183,0.000529141
376,376,376,Berkley,11,223,6707,Bristol,2014,2,0.000298196,0.001640078
377,377,377,Berlin,1,273,3176,Worcester,2014,0,0,0.000314861
378,378,378,Bernardston,1,287,2111,Franklin,2014,0,0,0.000473709
379,379,379,Beverly,56,34,41816,Essex,2014,8,0.000191314,0.0013392
380,380,380,Billerica,59,31,43962,Middlesex,2014,12,0.000272963,0.001342068
381,381,381,Blackstone,13,191,9304,Worcester,2014,2,0.000214961,0.001397248
382,382,382,Blandford,0,316,1260,Hampden,2014,0,0,0
383,383,383,Bolton,3,243,5283,Worcester,2014,0,0,0.000567859
384,384,384,Boston,730,1,685094,Suffolk,2014,108,0.000157643,0.001065547
385,385,385,Bourne,36,97,19879,Barnstable,2014,5,0.000251522,0.001810956
386,386,386,Boxborough,2,227,6401,Middlesex,2014,0,0,0.000312451
387,387,387,Boxford,4,198,8310,Essex,2014,0,0,0.000481348
388,388,388,Boylston,3,257,4634,Worcester,2014,0,0,0.000647389
389,389,389,Braintree,46,NA,37156,Norfolk,2014,8,0.000215308,0.001238023
390,390,390,Brewster,5,184,9836,Barnstable,2014,1,0.000101667,0.000508337
391,391,391,Bridgewater,39,71,27478,Plymouth,2014,4,0.000145571,0.001419317
392,392,392,Brimfield,2,264,3745,Hampden,2014,0,0,0.000534045
393,393,393,Brockton,193,6,95672,Plymouth,2014,26,0.000271762,0.002017309
394,394,394,Brookfield,6,268,3437,Worcester,2014,2,0.000581903,0.001745708
395,395,395,Brookline,13,19,59157,Norfolk,2014,1,1.69E-05,0.000219754
396,396,396,Buckland,2,294,1874,Franklin,2014,0,0,0.001067236
397,397,397,Burlington,25,72,27176,Middlesex,2014,3,0.000110392,0.000919929
398,398,398,Cambridge,65,4,113630,Middlesex,2014,8,7.04E-05,0.000572032
399,399,399,Canton,29,85,23444,Norfolk,2014,4,0.000170619,0.00123699
400,400,400,Carlisle,0,245,5235,Middlesex,2014,0,0,0
401,401,401,Carver,27,166,11715,Plymouth,2014,5,0.000426803,0.002304738
402,402,402,Charlemont,0,319,1240,Franklin,2014,0,0,0
403,403,403,Charlton,12,150,13571,Worcester,2014,1,7.37E-05,0.000884238
404,404,404,Chatham,4,233,6169,Barnstable,2014,1,0.000162101,0.000648403
405,405,405,Chelmsford,24,48,35099,Middlesex,2014,3,8.55E-05,0.00068378
406,406,406,Chelsea,60,39,40227,Suffolk,2014,7,0.000174012,0.001491536
407,407,407,Cheshire,1,275,3142,Berkshire,2014,0,0,0.000318269
408,408,408,Chester,1,312,1380,Hampden,2014,0,0,0.000724638
409,409,409,Chesterfield,0,317,1258,Hampshire,2014,0,0,0
410,410,410,Chicopee,79,23,55515,Hampden,2014,7,0.000126092,0.001423039
411,411,411,Chilmark,1,326,916,Dukes,2014,1,0.001091703,0.001091703
412,412,412,Clarksburg,2,304,1643,Berkshire,2014,0,0,0.001217285
413,413,413,Clinton,21,146,13963,Worcester,2014,4,0.000286471,0.001503975
414,414,414,Cohasset,6,197,8516,Norfolk,2014,3,0.000352278,0.000704556
415,415,415,Colrain,0,303,1665,Franklin,2014,0,0,0
416,416,416,Concord,2,98,19237,Middlesex,2014,0,0,0.000103966
417,417,417,Conway,0,293,1878,Franklin,2014,0,0,0
418,418,418,Cummington,0,329,881,Hampshire,2014,0,0,0
419,419,419,Dalton,1,224,6581,Berkshire,2014,0,0,0.000151953
420,420,420,Danvers,30,70,27558,Essex,2014,4,0.000145148,0.001088613
421,421,421,Dartmouth,26,49,34336,Bristol,2014,7,0.000203868,0.000757223
422,422,422,Dedham,25,77,25364,Norfolk,2014,4,0.000157704,0.000985649
423,423,423,Deerfield,1,249,5026,Franklin,2014,0,0,0.000198965
424,424,424,Dennis,24,148,13917,Barnstable,2014,7,0.000502982,0.00172451
425,425,425,Dighton,5,212,7715,Bristol,2014,0,0,0.000648088
426,426,426,Douglas,6,193,8869,Worcester,2014,0,0,0.000676514
427,427,427,Dover,1,235,6041,Norfolk,2014,0,0,0.000165536
428,428,428,Dracut,31,53,31619,Middlesex,2014,7,0.000221386,0.000980423
429,429,429,Dudley,7,165,11768,Worcester,2014,2,0.000169952,0.000594833
430,430,430,Dunstable,2,269,3379,Middlesex,2014,0,0,0.000591891
431,431,431,Duxbury,7,127,15928,Plymouth,2014,2,0.000125565,0.000439478
432,432,432,East Bridgewater,13,138,14465,Plymouth,2014,2,0.000138265,0.000898721
433,433,433,East Brookfield,0,285,2195,Worcester,2014,0,0,0
434,434,434,East Longmeadow,12,123,16291,Hampden,2014,1,6.14E-05,0.000736603
435,435,435,Eastham,10,251,4882,Barnstable,2014,5,0.00102417,0.002048341
436,436,436,Easthampton,18,NA,24984,Hampshire,2014,2,8.01E-05,0.000720461
437,437,437,Easton,30,79,24984,Bristol,2014,7,0.000280179,0.001200768
438,438,438,Edgartown,0,260,4321,Dukes,2014,0,0,0
439,439,439,Egremont,0,320,1205,Berkshire,2014,0,0,0
440,440,440,Erving,1,298,1767,Franklin,2014,0,0,0.000565931
441,441,441,Essex,1,263,3748,Essex,2014,0,0,0.000266809
442,442,442,Everett,90,27,46324,Middlesex,2014,29,0.000626025,0.001942837
443,443,443,Fairhaven,NA,125,16055,Bristol,2014,2,0.000124572,0.00156
444,444,444,Foxborough,13,113,17574,Norfolk,2014,3,0.000170707,0.000739729
445,445,445,Framingham,53,14,72032,Middlesex,2014,11,0.00015271,0.000735784
446,446,446,Franklin,23,NA,32996,Norfolk,2014,5,0.000151534,0.000697054
447,447,447,Freetown,14,190,9339,Bristol,2014,2,0.000214156,0.00149909
448,448,448,Gardner,33,92,20640,Worcester,2014,6,0.000290698,0.001598837
449,449,449,Georgetown,9,196,8688,Essex,2014,2,0.000230203,0.001035912
450,450,450,Gill,2,309,1499,Franklin,2014,2,0.001334223,0.001334223
451,451,451,Gloucester,49,58,30172,Essex,2014,6,0.00019886,0.001624022
452,452,452,Goshen,1,322,1065,Hampshire,2014,1,0.000938967,0.000938967
453,453,453,Gosnold,0,350,76,Dukes,2014,0,0,0
454,454,454,Grafton,8,102,18761,Worcester,2014,2,0.000106604,0.000426417
455,455,455,Granby,7,228,6332,Hampshire,2014,2,0.000315856,0.001105496
456,456,456,Granville,0,306,1624,Hampden,2014,0,0,0
457,457,457,Great Barrington,2,220,6855,Berkshire,2014,1,0.000145879,0.000291758
458,458,458,Greenfield,27,NA,17456,Franklin,2014,3,0.000171861,0.001546746
459,459,459,Groton,3,170,11364,Middlesex,2014,0,0,0.000263992
460,460,460,Groveland,4,221,6789,Essex,2014,1,0.000147297,0.000589188
461,461,461,Hadley,4,242,5335,Hampshire,2014,1,0.000187441,0.000749766
462,462,462,Halifax,8,209,7855,Plymouth,2014,0,0,0.00101846
463,463,463,Hamilton,5,207,8051,Essex,2014,1,0.000124208,0.000621041
464,464,464,Hampden,3,247,5196,Hampden,2014,2,0.000384911,0.000577367
465,465,465,Hancock,1,337,698,Berkshire,2014,0,0,0.001432665
466,466,466,Hanover,10,139,14444,Plymouth,2014,1,6.92E-05,0.000692329
467,467,467,Hanson,12,176,10777,Plymouth,2014,0,0,0.001113482
468,468,468,Hardwick,4,276,3025,Worcester,2014,0,0,0.001322314
469,469,469,Harvard,1,225,6569,Worcester,2014,0,0,0.00015223
470,470,470,Harwich,11,161,12145,Barnstable,2014,1,8.23E-05,0.000905723
471,471,471,Hatfield,7,270,3299,Hampshire,2014,1,0.000303122,0.002121855
472,472,472,Haverhill,138,15,63639,Essex,2014,35,0.000549977,0.002168482
473,473,473,Hawley,0,344,337,Franklin,2014,0,0,0
474,474,474,Heath,0,336,699,Franklin,2014,0,0,0
475,475,475,Hingham,3,86,23415,Plymouth,2014,0,0,0.000128123
476,476,476,Hinsdale,5,290,1932,Berkshire,2014,2,0.001035197,0.002587992
477,477,477,Holbrook,22,174,11026,Norfolk,2014,4,0.000362779,0.001995284
478,478,478,Holden,15,100,18943,Worcester,2014,5,0.00026395,0.000791849
479,479,479,Holland,1,283,2496,Hampden,2014,0,0,0.000400641
480,480,480,Holliston,10,136,14753,Middlesex,2014,0,0,0.000677828
481,481,481,Holyoke,48,38,40341,Hampden,2014,10,0.000247887,0.001189856
482,482,482,Hopedale,7,236,5976,Worcester,2014,4,0.000669344,0.001171352
483,483,483,Hopkinton,10,109,18035,Middlesex,2014,3,0.000166343,0.000554477
484,484,484,Hubbardston,6,254,4715,Worcester,2014,2,0.000424178,0.001272534
485,485,485,Hudson,15,95,19944,Middlesex,2014,1,5.01E-05,0.000752106
486,486,486,Hull,18,179,10449,Plymouth,2014,2,0.000191406,0.001722653
487,487,487,Huntington,0,286,2186,Hampshire,2014,0,0,0
488,488,488,Ipswich,14,144,13995,Essex,2014,4,0.000285816,0.001000357
489,489,489,Kingston,12,151,13565,Plymouth,2014,2,0.000147438,0.00088463
490,490,490,Lakeville,7,168,11424,Plymouth,2014,1,8.75E-05,0.000612745
491,491,491,Lancaster,6,205,8074,Worcester,2014,1,0.000123854,0.000743126
492,492,492,Lanesborough,4,279,2965,Berkshire,2014,0,0,0.001349073
493,493,493,Lawrence,145,13,80162,Essex,2014,25,0.000311868,0.001808837
494,494,494,Lee,8,238,5725,Berkshire,2014,2,0.000349345,0.00139738
495,495,495,Leicester,11,169,11373,Worcester,2014,1,8.79E-05,0.000967203
496,496,496,Lenox,3,250,4957,Berkshire,2014,0,0,0.000605205
497,497,497,Leominster,52,36,41615,Worcester,2014,10,0.000240298,0.001249549
498,498,498,Leverett,1,295,1853,Franklin,2014,0,0,0.000539665
499,499,499,Lexington,8,51,33727,Middlesex,2014,2,5.93E-05,0.000237199
500,500,500,Leyden,0,335,715,Franklin,2014,0,0,0
501,501,501,Lincoln,1,222,6781,Middlesex,2014,0,0,0.000147471
502,502,502,Littleton,3,181,10115,Middlesex,2014,0,0,0.000296589
503,503,503,Longmeadow,6,129,15864,Hampden,2014,0,0,0.000378215
504,504,504,Lowell,246,5,111346,Middlesex,2014,39,0.00035026,0.002209329
505,505,505,Ludlow,18,91,21502,Hampden,2014,2,9.30E-05,0.000837131
506,506,506,Lunenburg,11,171,11312,Worcester,2014,2,0.000176803,0.000972419
507,507,507,Lynn,221,9,94063,Essex,2014,42,0.000446509,0.002349489
508,508,508,Lynnfield,7,154,12942,Essex,2014,2,0.000154536,0.000540875
509,509,509,Malden,82,17,61246,Middlesex,2014,18,0.000293897,0.001338863
510,510,510,Manchester,2,NA,5393,Essex,2014,0,0,0.000370851
511,511,511,Mansfield,25,82,23946,Bristol,2014,2,8.35E-05,0.001044016
512,512,512,Marblehead,12,93,20554,Essex,2014,0,0,0.000583828
513,513,513,Marion,4,248,5107,Plymouth,2014,1,0.00019581,0.000783239
514,514,514,Marlborough,29,41,39873,Middlesex,2014,9,0.000225717,0.000727309
515,515,515,Marshfield,32,76,25836,Plymouth,2014,5,0.000193528,0.001238582
516,516,516,Mashpee,27,142,14191,Barnstable,2014,3,0.000211402,0.001902614
517,517,517,Mattapoisett,5,229,6330,Plymouth,2014,0,0,0.000789889
518,518,518,Maynard,7,177,10665,Middlesex,2014,2,0.000187529,0.000656353
519,519,519,Medfield,1,155,12845,Norfolk,2014,0,0,7.79E-05
520,520,520,Medford,78,20,57797,Middlesex,2014,14,0.000242227,0.001349551
521,521,521,Medway,5,152,13329,Norfolk,2014,0,0,0.000375122
522,522,522,Melrose,31,67,28367,Middlesex,2014,4,0.000141009,0.001092819
523,523,523,Mendon,3,234,6094,Worcester,2014,0,0,0.000492287
524,524,524,Merrimac,5,219,6913,Essex,2014,0,0,0.000723275
525,525,525,Methuen,60,NA,50259,Essex,2014,13,0.00025866,0.001193816
526,526,526,Middleborough,41,80,24873,Plymouth,2014,5,0.000201021,0.001648374
527,527,527,Middlefield,0,NA,536,Hampshire,2014,0,0,0
528,528,528,Middleton,11,182,9861,Essex,2014,2,0.000202819,0.001115506
529,529,529,Milford,26,62,28933,Worcester,2014,4,0.00013825,0.000898628
530,530,530,Millbury,21,149,13733,Worcester,2014,4,0.000291269,0.001529163
531,531,531,Millis,8,200,8216,Norfolk,2014,1,0.000121714,0.00097371
532,532,532,Millville,1,271,3252,Worcester,2014,0,0,0.000307503
533,533,533,Milton,12,69,27575,Norfolk,2014,4,0.000145059,0.000435177
534,534,534,Monroe,0,349,118,Franklin,2014,0,0,0
535,535,535,Monson,6,194,8836,Hampden,2014,0,0,0.00067904
536,536,536,Montague,8,199,8259,Franklin,2014,2,0.00024216,0.00096864
537,537,537,Monterey,0,325,936,Berkshire,2014,0,0,0
538,538,538,Montgomery,1,331,864,Hampden,2014,0,0,0.001157407
539,539,539,Mount Washington,0,348,158,Berkshire,2014,0,0,0
540,540,540,Nahant,3,266,3502,Essex,2014,0,0,0.000856653
541,541,541,Nantucket,8,172,11229,Nantucket,2014,1,8.91E-05,0.000712441
542,542,542,Natick,25,45,36246,Middlesex,2014,7,0.000193125,0.000689731
543,543,543,Needham,3,57,30999,Norfolk,2014,0,0,9.68E-05
544,544,544,New Ashford,1,347,223,Berkshire,2014,0,0,0.004484305
545,545,545,New Bedford,212,7,95120,Bristol,2014,28,0.000294365,0.002228764
546,546,546,New Braintree,0,323,1025,Worcester,2014,0,0,0
547,547,547,New Marlborough,1,310,1458,Berkshire,2014,1,0.000685871,0.000685871
548,548,548,New Salem,1,324,1017,Franklin,2014,0,0,0.000983284
549,549,549,Newbury,6,218,7079,Essex,2014,1,0.000141263,0.000847577
550,550,550,Newburyport,18,108,18060,Essex,2014,5,0.000276855,0.000996678
551,551,551,Newton,40,11,88994,Middlesex,2014,6,6.74E-05,0.000449469
552,552,552,Norfolk,6,164,11793,Norfolk,2014,1,8.48E-05,0.000508776
553,553,553,North Adams,23,153,12970,Berkshire,2014,5,0.000385505,0.001773323
554,554,554,North Andover,15,56,31013,Essex,2014,3,9.67E-05,0.000483668
555,555,555,North Attleboro,36,NA,29153,Bristol,2014,6,0.000205811,0.001234864
556,556,556,North Brookfield,5,253,4793,Worcester,2014,1,0.000208638,0.001043188
557,557,557,North Reading,12,130,15735,Middlesex,2014,2,0.000127105,0.000762631
558,558,558,Northampton,33,65,28593,Hampshire,2014,11,0.00038471,0.001154129
559,559,559,Northborough,5,134,15033,Worcester,2014,0,0,0.000332602
560,560,560,Northbridge,12,120,16630,Worcester,2014,1,6.01E-05,0.000721587
561,561,561,Northfield,1,277,2988,Franklin,2014,0,0,0.000334672
562,562,562,Norton,22,96,19882,Bristol,2014,5,0.000251484,0.001106529
563,563,563,Norwell,11,173,11067,Plymouth,2014,3,0.000271076,0.000993946
564,564,564,Norwood,28,60,29195,Norfolk,2014,5,0.000171262,0.000959068
565,565,565,Oak Bluffs,7,255,4678,Dukes,2014,1,0.000213767,0.001496366
566,566,566,Oakham,0,289,1946,Worcester,2014,0,0,0
567,567,567,Orange,9,214,7651,Franklin,2014,2,0.000261404,0.001176317
568,568,568,Orleans,3,237,5820,Barnstable,2014,0,0,0.000515464
569,569,569,Otis,1,308,1549,Berkshire,2014,0,0,0.000645578
570,570,570,Oxford,21,145,13980,Worcester,2014,5,0.000357654,0.001502146
571,571,571,Palmer,9,NA,21140,Hampden,2014,1,4.73E-05,0.000425733
572,572,572,Paxton,3,252,4881,Worcester,2014,1,0.000204876,0.000614628
573,573,573,Peabody,71,25,52987,Essex,2014,14,0.000264216,0.001339951
574,574,574,Pelham,0,313,1325,Hampshire,2014,0,0,0
575,575,575,Pembroke,24,105,18377,Plymouth,2014,5,0.000272079,0.00130598
576,576,576,Pepperell,10,160,12146,Middlesex,2014,3,0.000246995,0.000823316
577,577,577,Peru,1,332,837,Berkshire,2014,0,0,0.001194743
578,578,578,Petersham,1,318,1250,Worcester,2014,0,0,8.00E-04
579,579,579,Phillipston,0,300,1744,Worcester,2014,0,0,0
580,580,580,Pittsfield,76,33,42591,Berkshire,2014,14,0.000328708,0.001784415
581,581,581,Plainfield,0,339,662,Hampshire,2014,0,0,0
582,582,582,Plainville,13,192,9154,Norfolk,2014,4,0.000436967,0.001420144
583,583,583,Plymouth,91,18,59885,Plymouth,2014,17,0.000283877,0.001519579
584,584,584,Plympton,3,278,2971,Plymouth,2014,0,0,0.001009761
585,585,585,Princeton,4,267,3454,Worcester,2014,1,0.000289519,0.001158078
586,586,586,Provincetown,1,280,2959,Barnstable,2014,1,0.000337952,0.000337952
587,587,587,Quincy,196,8,94166,Norfolk,2014,38,0.000403543,0.002081431
588,588,588,Randolph,41,50,34272,Norfolk,2014,7,0.000204248,0.001196312
589,589,589,Raynham,17,140,14203,Bristol,2014,5,0.000352038,0.00119693
590,590,590,Reading,17,75,26106,Middlesex,2014,4,0.000153221,0.000651191
591,591,591,Rehoboth,4,158,12188,Bristol,2014,0,0,0.000328192
592,592,592,Revere,110,24,53993,Suffolk,2014,27,0.000500065,0.002037301
593,593,593,Richmond,1,311,1412,Berkshire,2014,0,0,0.000708215
594,594,594,Rochester,3,239,5575,Plymouth,2014,1,0.000179372,0.000538117
595,595,595,Rockland,55,110,17957,Plymouth,2014,5,0.000278443,0.003062872
596,596,596,Rockport,9,215,7246,Essex,2014,2,0.000276014,0.001242065
597,597,597,Rowe,0,343,388,Franklin,2014,0,0,0
598,598,598,Rowley,5,230,6325,Essex,2014,0,0,0.000790514
599,599,599,Royalston,3,314,1272,Worcester,2014,0,0,0.002358491
600,600,600,Russell,0,297,1793,Hampden,2014,0,0,0
601,601,601,Rutland,5,195,8700,Worcester,2014,2,0.000229885,0.000574713
602,602,602,Salem,74,32,43415,Essex,2014,13,0.000299436,0.00170448
603,603,603,Salisbury,31,189,9400,Essex,2014,4,0.000425532,0.003297872
604,604,604,Sandisfield,0,327,893,Berkshire,2014,0,0,0
605,605,605,Sandwich,14,94,20303,Barnstable,2014,3,0.000147761,0.000689553
606,606,606,Saugus,46,68,28251,Essex,2014,10,0.00035397,0.001628261
607,607,607,Savoy,0,338,680,Berkshire,2014,0,0,0
608,608,608,Scituate,17,103,18688,Plymouth,2014,5,0.000267551,0.000909675
609,609,609,Seekonk,10,131,15548,Bristol,2014,1,6.43E-05,0.00064317
610,610,610,Sharon,10,106,18277,Norfolk,2014,3,0.000164141,0.000547136
611,611,611,Sheffield,1,274,3149,Berkshire,2014,1,0.000317561,0.000317561
612,612,612,Shelburne,3,296,1848,Franklin,2014,2,0.001082251,0.001623377
613,613,613,Sherborn,4,259,4323,Middlesex,2014,1,0.000231321,0.000925283
614,614,614,Shirley,7,213,7672,Middlesex,2014,3,0.000391032,0.000912409
615,615,615,Shrewsbury,24,43,37387,Worcester,2014,1,2.67E-05,0.000641934
616,616,616,Shutesbury,0,299,1754,Franklin,2014,0,0,0
617,617,617,Somerset,17,107,18176,Bristol,2014,2,0.000110035,0.000935299
618,618,618,Somerville,81,12,81360,Middlesex,2014,15,0.000184366,0.000995575
619,619,619,South Hadley,13,111,17791,Hampshire,2014,0,0,0.000730707
620,620,620,Southampton,5,232,6196,Hampshire,2014,0,0,0.000806972
621,621,621,Southborough,1,180,10136,Worcester,2014,0,0,9.87E-05
622,622,622,Southbridge,28,NA,16911,Worcester,2014,2,0.000118266,0.001655727
623,623,623,Southwick,8,185,9758,Hampden,2014,2,0.00020496,0.00081984
624,624,624,Spencer,22,162,11954,Worcester,2014,3,0.000250962,0.001840388
625,625,625,Springfield,163,3,154758,Hampden,2014,22,0.000142157,0.001053257
626,626,626,Sterling,4,203,8136,Worcester,2014,0,0,0.000491642
627,627,627,Stockbridge,2,291,1906,Berkshire,2014,0,0,0.001049318
628,628,628,Stoneham,27,90,22036,Middlesex,2014,5,0.000226901,0.001225268
629,629,629,Stoughton,49,66,28528,Norfolk,2014,10,0.000350533,0.001717611
630,630,630,Stow,3,217,7102,Middlesex,2014,0,0,0.000422416
631,631,631,Sturbridge,10,186,9584,Worcester,2014,1,0.000104341,0.001043406
632,632,632,Sudbury,0,101,18867,Middlesex,2014,0,0,0
633,633,633,Sunderland,3,265,3644,Franklin,2014,0,0,0.000823271
634,634,634,Sutton,1,188,9458,Worcester,2014,0,0,0.000105731
635,635,635,Swampscott,15,132,15177,Essex,2014,3,0.000197668,0.000988338
636,636,636,Swansea,15,121,16528,Bristol,2014,5,0.000302517,0.000907551
637,637,637,Taunton,106,21,57139,Bristol,2014,19,0.000332522,0.001855125
638,638,638,Templeton,12,202,8138,Worcester,2014,2,0.000245761,0.001474564
639,639,639,Tewksbury,40,54,31247,Middlesex,2014,7,0.000224022,0.001280123
640,640,640,Tisbury,6,261,4109,Dukes,2014,1,0.000243368,0.001460209
641,641,641,Tolland,0,341,500,Hampden,2014,0,0,0
642,642,642,Topsfield,4,226,6560,Essex,2014,1,0.000152439,0.000609756
643,643,643,Townsend,13,187,9522,Middlesex,2014,2,0.00021004,0.001365259
644,644,644,Truro,1,288,2004,Barnstable,2014,0,0,0.000499002
645,645,645,Tyngsborough,11,156,12357,Middlesex,2014,1,8.09E-05,0.000890184
646,646,646,Tyringham,1,346,319,Berkshire,2014,0,0,0.003134796
647,647,647,Upton,4,208,7926,Worcester,2014,0,0,0.000504668
648,648,648,Uxbridge,9,143,13997,Worcester,2014,1,7.14E-05,0.000642995
649,649,649,Wakefield,37,73,27157,Middlesex,2014,5,0.000184115,0.001362448
650,650,650,Wales,1,292,1892,Hampden,2014,0,0,0.000528541
651,651,651,Walpole,19,78,25073,Norfolk,2014,1,3.99E-05,0.000757787
652,652,652,Waltham,61,16,62442,Middlesex,2014,10,0.000160149,0.000976907
653,653,653,Ware,21,183,9853,Hampshire,2014,4,0.000405968,0.002131331
654,654,654,Wareham,57,89,22640,Plymouth,2014,10,0.000441696,0.002517668
655,655,655,Warren,6,246,5218,Worcester,2014,2,0.000383289,0.001149866
656,656,656,Warwick,1,333,762,Franklin,2014,0,0,0.001312336
657,657,657,Washington,0,NA,536,Berkshire,2014,0,0,0
658,658,658,Watertown,39,NA,35756,Middlesex,2014,3,8.39E-05,0.001090726
659,659,659,Wayland,6,147,13954,Middlesex,2014,1,7.17E-05,0.000429984
660,660,660,Webster,29,117,17020,Worcester,2014,4,0.000235018,0.001703878
661,661,661,Wellesley,4,59,29479,Norfolk,2014,0,0,0.00013569
662,662,662,Wellfleet,4,282,2736,Barnstable,2014,1,0.000365497,0.001461988
663,663,663,Wendell,0,328,883,Franklin,2014,0,0,0
664,664,664,Wenham,4,244,5246,Essex,2014,1,0.000190621,0.000762486
665,665,665,West Boylston,8,206,8056,Worcester,2014,3,0.000372393,0.000993049
666,666,666,West Bridgewater,12,216,7231,Plymouth,2014,4,0.000553174,0.001659522
667,667,667,West Brookfield,4,262,3779,Worcester,2014,2,0.000529241,0.001058481
668,668,668,West Newbury,0,256,4637,Essex,2014,0,0,0
669,669,669,West Springfield,39,NA,28704,Hampden,2014,6,0.00020903,0.001358696
670,670,670,West Stockbridge,1,315,1267,Berkshire,2014,0,0,0.000789266
671,671,671,West Tisbury,2,281,2898,Dukes,2014,1,0.000345066,0.000690131
672,672,672,Westborough,11,99,19109,Worcester,2014,1,5.23E-05,0.000575645
673,673,673,Westfield,47,35,41700,Hampden,2014,8,0.000191847,0.001127098
674,674,674,Westford,12,81,24310,Middlesex,2014,2,8.23E-05,0.000493624
675,675,675,Westhampton,0,305,1641,Hampshire,2014,0,0,0
676,676,676,Westminster,3,211,7766,Worcester,2014,1,0.000128766,0.000386299
677,677,677,Weston,4,159,12150,Middlesex,2014,1,8.23E-05,0.000329218
678,678,678,Westport,18,128,15910,Bristol,2014,4,0.000251414,0.001131364
679,679,679,Westwood,8,124,16056,Norfolk,2014,2,0.000124564,0.000498256
680,680,680,Weymouth,122,NA,56664,Norfolk,2014,14,0.00024707,0.002153042
681,681,681,Whately,0,307,1551,Franklin,2014,0,0,0
682,682,682,Whitman,23,135,15022,Plymouth,2014,2,0.000133138,0.001531088
683,683,683,Wilbraham,3,137,14671,Hampden,2014,0,0,0.000204485
684,684,684,Williamsburg,2,284,2492,Hampshire,2014,0,0,0.000802568
685,685,685,Williamstown,3,210,7835,Berkshire,2014,1,0.000127632,0.000382897
686,686,686,Wilmington,24,83,23803,Middlesex,2014,4,0.000168046,0.001008276
687,687,687,Winchendon,9,175,10862,Worcester,2014,2,0.000184128,0.000828577
688,688,688,Winchester,9,88,22838,Middlesex,2014,4,0.000175147,0.00039408
689,689,689,Windsor,0,330,873,Berkshire,2014,0,0,0
690,690,690,Winthrop,26,NA,18625,Suffolk,2014,3,0.000161074,0.001395973
691,691,691,Woburn,50,42,39701,Middlesex,2014,5,0.000125941,0.001259414
692,692,692,Worcester,334,2,185677,Worcester,2014,56,0.000301599,0.001798823
693,693,693,Worthington,0,321,1193,Hampshire,2014,0,0,0
694,694,694,Wrentham,13,163,11838,Norfolk,2014,1,8.45E-05,0.001098158
695,695,695,Yarmouth,38,87,23339,Barnstable,2014,6,0.00025708,0.001628176
696,696,696,Unknown,4,NA,NA,NA,2014,1,NA,NA
697,697,697,Abington,15,122,16396,Plymouth,2015,6,0.000365943,0.000914857
698,698,698,Acton,15,84,23777,Middlesex,2015,4,0.00016823,0.000630862
699,699,699,Acushnet,16,178,10544,Bristol,2015,4,0.000379363,0.001517451
700,700,700,Adams,7,204,8090,Berkshire,2015,3,0.000370828,0.000865266
